2
4278
       9.278   6.439
       9.972   5.842
       8.084   5.811
       7.694   4.644
       8.455   4.023
       9.632   4.649
       6.670   2.462
       5.830   2.879
       4.497   2.474
       6.193   1.642
       4.000   1.668
       4.831   1.276
       2.518   1.312
       2.320   0.054
       9.747   7.655
       8.012   2.853
       3.235  -0.757
       1.145  -0.163
      11.791   6.797
       7.527   0.929
       6.657   4.104
       9.565   7.590
       7.890   5.702
      10.180   4.272
       6.815   4.233
       3.894   2.755
       4.468   0.744
       2.219   1.176
       1.984   2.052
     -27.279 -21.521
     -26.592 -20.811
     -26.829 -22.390
     -27.858 -21.622
     -28.145 -21.117
     -27.466 -21.036
     -28.608 -20.183
     -29.269 -22.106
     -29.747 -22.902
     -29.727 -22.052
     -29.520 -21.304
     -30.594 -23.118
     -31.281 -23.402
     -31.356 -22.564
     -32.038 -23.361
     -31.994 -21.703
     -30.459 -22.193
     -30.992 -22.070
     -29.766 -24.396
     -28.520 -24.326
     -30.448 -25.535
     -31.442 -25.584
     -29.789 -26.793
     -29.106 -27.093
     -30.769 -27.971
     -31.289 -27.882
     -30.201 -28.927
     -32.741 -27.054
     -32.860 -26.212
     -31.824 -28.065
     -33.528 -27.423
     -34.323 -26.797
     -33.184 -28.648
     -32.121 -29.071
     -31.635 -30.029
     -28.952 -26.584
     -27.827 -27.062
     -29.484 -25.828
     -30.414 -25.470
     -28.754 -25.442
     -28.446 -26.382
     -29.639 -24.710
     -30.353 -24.077
     -29.011 -24.009
     -30.429 -25.662
     -29.737 -26.338
     -31.103 -26.297
     -31.407 -24.738
     -30.166 -24.360
     -30.592 -23.769
     -29.343 -23.766
     -29.725 -25.286
     -27.526 -24.603
     -26.479 -24.956
     -27.699 -23.432
     -28.594 -23.025
     -26.598 -22.642
     -26.154 -22.138
     -27.099 -21.567
     -28.110 -21.869
     -26.448 -21.549
     -27.212 -20.147
     -26.323 -19.566
     -27.287 -20.141
     -28.425 -19.449
     -28.491 -19.270
     -29.348 -19.136
     -25.477 -23.476
     -24.312 -23.291
     -25.860 -24.347
     -26.817 -24.508
     -24.937 -25.142
     -24.204 -24.483
     -25.732 -25.889
     -26.580 -25.240
     -26.195 -26.804
     -24.980 -26.302
     -24.017 -26.770
     -24.785 -25.425
     -25.737 -27.385
     -26.932 -27.705
     -25.114 -27.936
     -24.173 -26.115
     -22.957 -26.258
     -24.884 -26.770
     -25.877 -26.702
     -24.243 -27.660
     -23.708 -28.413
     -25.280 -28.271
     -25.918 -27.434
     -24.773 -28.694
     -26.119 -29.246
     -25.512 -30.086
     -26.670 -28.794
     -27.382 -29.988
     -28.067 -28.375
     -28.899 -28.487
     -28.465 -27.848
     -27.293 -27.727
     -23.229 -26.961
     -22.163 -27.511
     -23.616 -25.788
     -24.523 -25.431
     -22.818 -24.915
     -22.462 -25.543
     -23.850 -23.768
     -24.469 -23.483
     -23.226 -22.407
     -24.024 -21.665
     -22.576 -21.983
     -22.618 -22.538
     -24.783 -24.464
     -25.534 -25.091
     -25.343 -23.683
     -23.994 -25.284
     -24.657 -25.730
     -23.230 -24.662
     -23.476 -26.111
     -21.548 -24.345
     -20.459 -24.155
     -21.734 -24.095
     -22.633 -24.248
     -20.666 -23.595
     -20.033 -22.923
     -21.218 -22.606
     -22.121 -23.090
     -20.486 -22.504
     -21.576 -21.288
     -20.655 -20.867
     -22.263 -21.502
     -22.304 -20.132
     -23.404 -20.196
     -22.097 -20.223
     -21.836 -18.753
     -20.901 -18.545
     -22.556 -17.846
     -23.816 -18.168
     -24.348 -17.530
     -24.103 -19.116
     -22.005 -16.620
     -22.555 -15.924
     -21.135 -16.405
     -19.752 -24.737
     -18.614 -24.474
     -20.168 -26.010
     -21.003 -26.304
     -19.384 -27.119
     -19.718 -27.139
     -19.868 -28.535
     -19.764 -29.230
     -20.949 -28.507
     -19.111 -29.066
     -19.324 -30.006
     -17.813 -26.939
     -17.209 -27.041
     -17.209 -26.611
     -17.776 -26.389
     -15.740 -26.539
     -15.285 -27.100
     -15.373 -27.234
     -16.301 -27.267
     -14.657 -26.590
     -14.798 -28.683
     -15.297 -27.695
     -15.892 -29.715
     -15.466 -30.738
     -16.458 -29.644
     -16.603 -29.568
     -13.831 -28.928
     -13.433 -29.965
     -14.352 -28.789
     -12.971 -28.225
     -15.135 -25.090
     -13.992 -24.858
     -15.969 -24.137
     -16.951 -24.308
     -15.609 -22.820
     -14.593 -22.583
     -16.680 -21.791
     -16.528 -21.597
     -17.690 -22.250
     -16.646 -20.443
     -16.074 -20.541
     -16.153 -19.663
     -18.014 -19.845
     -19.034 -20.535
     -18.013 -18.565
     -18.887 -18.186
     -17.167 -18.044
     -15.637 -22.963
     -16.143 -24.005
     -15.080 -21.995
     -14.253 -21.491
     -15.700 -21.584
     -16.778 -21.614
     -15.403 -22.487
     -14.371 -22.886
     -15.375 -21.861
     -16.384 -23.775
     -16.029 -24.666
     -16.388 -24.033
     -17.896 -23.610
     -18.499 -22.529
     -18.483 -24.693
     -19.434 -24.598
     -17.973 -25.542
     -15.301 -20.136
     -16.119 -19.357
     -14.093 -19.773
     -13.508 -20.484
     -13.582 -18.371
     -13.466 -17.975
     -12.249 -18.278
     -12.425 -18.669
     -11.966 -17.209
     -11.160 -19.087
     -11.102 -18.787
     -11.457 -20.160
      -9.861 -18.947
      -9.229 -19.843
     -10.010 -18.853
      -9.149 -17.752
      -9.324 -16.953
      -8.330 -17.681
      -8.116 -18.730
      -7.529 -18.642
      -8.681 -19.542
      -7.774 -16.518
      -7.102 -16.452
      -7.894 -15.794
     -14.627 -17.505
     -15.224 -17.940
     -14.888 -16.299
     -14.179 -15.772
     -14.770 -16.693
     -13.207 -15.805
     -15.939 -15.394
     -16.916 -15.816
     -15.712 -14.094
     -16.259 -14.188
     -16.058 -13.179
     -14.924 -14.613
     -15.037 -13.938
     -13.843 -14.724
     -15.805 -15.109
     -14.728 -14.774
     -16.899 -15.295
     -17.742 -15.647
     -16.985 -15.017
     -16.016 -15.146
     -18.133 -15.878
     -19.044 -15.768
     -18.401 -15.464
     -17.751 -17.380
     -17.079 -17.653
     -18.652 -18.023
     -16.976 -17.661
     -17.327 -16.989
     -16.124 -18.592
